term,coef,std_error,p_value,ci_lower,ci_upper,relativity,relativity_lower,relativity_upper
C(VehPower)[9],0.007618886863318388,0.04680262457204084,0.8706856728845662,-0.08411257167983101,0.0993503454064678,1.0076479844319226,0.9193277599996109,1.1044531718808817
C(VehGas)[Regular],-0.15319007692880293,0.015410215180403095,0.0,-0.18339354367640542,-0.12298661018120045,0.8579666266501621,0.8324404895751908,0.8842755027703025
C(Region)[R21],0.01914501351466159,0.13914196894547157,0.8905617894197686,-0.2535682343564533,0.2918582613857765,1.019329454447015,0.7760267914298298,1.3389132284838148
C(Region)[R22],0.17323638554853155,0.06815276867619388,0.011025697508710186,0.03965941349650201,0.30681335760056105,1.1891471690688364,1.0404563484497413,1.3590872810871542
C(Region)[R23],-0.07605193058963915,0.08488771208897028,0.3702996974280581,-0.24242878901402626,0.09032492783474795,0.9267680776969794,0.7847196262474093,1.0945298691527279
C(Region)[R24],0.020790765210982807,0.03470929729623241,0.549174880152846,-0.047238207418326184,0.08881973784029179,1.0210083988095962,0.9538601539611673,1.0928836330049438
C(Region)[R25],0.002383087114874015,0.060517412264246034,0.9685885921955848,-0.11622886136061077,0.1209950355903588,1.0023859289239503,0.8902714512449426,1.1286193094248553
C(Region)[R26],-0.01394259026716314,0.06971897346306845,0.841494092008805,-0.15058926729388106,0.12270408675955478,0.9861541574844885,0.8602009387699933,1.1305498267817813
C(Region)[R31],0.05535332737461203,0.047904865758752024,0.24789209757042352,-0.03853848419676799,0.14924513894599206,1.056913985354205,0.9621946747380954,1.1609575502393723
C(Region)[R41],-0.12666820536040418,0.0614463680678801,0.039260765050801893,-0.24710087375424122,-0.0062355369665671595,0.881025943792963,0.7810619009111499,0.9937838636487006
C(Region)[R42],0.036724583392704735,0.12309966560447941,0.7654496966640068,-0.20454632770099895,0.2779954944864084,1.0374072623000736,0.8150169831797719,1.320480247753989
C(Region)[R43],-0.06269557289914791,0.18075391926717777,0.7286995391616677,-0.4169667447272769,0.2915755989289811,0.9392293570418047,0.6590428362289577,1.338534821464464
C(Region)[R52],0.04122339893318124,0.04120485628787317,0.3170927778100072,-0.03953663537919896,0.12198343324556143,1.042084880194227,0.961234738146398,1.1297353855765724
C(Region)[R53],0.01358070765430092,0.04041075877056181,0.7368206192222351,-0.06562292412393633,0.09278433943253817,1.0136733443467496,0.9364839232182005,1.0972250815668394
C(Region)[R54],0.052520930512227886,0.05054092550000614,0.29872276398165587,-0.04653746321310618,0.15157932423756196,1.0539246210298516,0.9545288001842678,1.163670605432219
C(Region)[R72],0.06840271566773555,0.046139487638123686,0.13820197184716343,-0.022029018368117922,0.158834449703589,1.070796448166226,0.9782118485278288,1.1721438818503391
C(Region)[R73],-0.22582296562619825,0.06670511434748418,0.0007107665266674612,-0.3565625873318933,-0.09508334392050324,0.7978593376917198,0.7000786540433553,0.9092971469209328
C(Region)[R74],0.30213567630024435,0.0895062497858611,0.0007365976584974288,0.12670665032871067,0.47756470227177805,1.3527447496621523,1.135083992421372,1.6121435681908611
C(Region)[R82],0.19451125035515687,0.033650960170438074,7.458590856046499e-09,0.1285565803759064,0.26046592033440735,1.2147171488075093,1.137185761868873,1.2975344935572508
C(Region)[R83],-0.06841536967049108,0.10089289276732626,0.4977089248816018,-0.26616180579051224,0.12933106644953007,0.93387249069589,0.7663151232446882,1.1380668375509453
C(Region)[R91],0.045296034050204326,0.05457820400786691,0.40657892977433674,-0.06167528014609444,0.1522673482465031,1.0463375656121674,0.9401881349821679,1.1644715142379047
C(Region)[R93],0.12461732200927982,0.03578240335528442,0.0004964907296225451,0.054485100152637175,0.19474954386592247,1.1327149050535512,1.0559967421062328,1.2150066425123516
C(Region)[R94],0.18464246032866383,0.11500654539550301,0.10838486155515703,-0.040766226632892866,0.4100511472902205,1.2027883186993855,0.960053538664723,1.5068948567304035
C(Area)[B],0.047993724319172135,0.03482236264045431,0.16812786069206886,-0.020256852312711418,0.11624430095105569,1.0491640710849641,0.9799469393412094,1.1232702546074336
C(Area)[C],0.06297334436671607,0.04500728154820745,0.1617586383297498,-0.025239306509824644,0.1511859952432568,1.064998450644801,0.975076541941892,1.1632129900458814
C(Area)[D],0.14192521378957507,0.0682625134571649,0.037607322709942936,0.008133145919351076,0.27571728165979903,1.1524904549203239,1.0081663097985436,1.317475336929151
C(Area)[E],0.15092772101827284,0.09020887329182695,0.09430923684696357,-0.02587842171964516,0.32773386375619085,1.1629126009054422,0.9744535547946842,1.3878195740479407
C(Area)[F],0.11246623510509697,0.12528983366470905,0.3693729572117914,-0.13309732650674677,0.35802979671694074,1.1190344721935392,0.8753798902958421,1.4305082442941066
"bs(VehAge, df=5, lower_bound=0, upper_bound=100)[1]",-0.018543526137612436,0.05006803259034322,0.7111093693216677,-0.11667506679146282,0.07958801451623794,0.9816273472149204,0.8898742959014896,1.0828408610499667
"bs(VehAge, df=5, lower_bound=0, upper_bound=100)[2]",0.05818778641050916,0.04044613146643486,0.15024999706154984,-0.021085174577675364,0.13746074739869368,1.0599140144714192,0.979135563559574,1.147356668354297
"bs(VehAge, df=5, lower_bound=0, upper_bound=100)[3]",-0.5488987653347424,0.19405614829176854,0.00467584574237101,-0.9292418269651725,-0.1685557037043121,0.577585517478894,0.3948529637841951,0.8448841989285203
"bs(VehAge, df=5, lower_bound=0, upper_bound=100)[4]",-4.601373334415443,1.2677173839203055,0.00028380323040400057,-7.086053749474578,-2.116692919356307,0.010038040687448676,0.000836692658147131,0.12042923989080373
"bs(VehAge, df=5, lower_bound=0, upper_bound=100)[5]",0.09532469774827661,0.5927916638277899,0.8722458786066845,-1.0665256136897667,1.25717500918632,1.1000159698542713,0.34420233420535407,3.5154762582537167
"bs(DrivAge, df=5, lower_bound=18, upper_bound=100)[1]",-1.5894941852467235,0.09097945226945661,0.0,-1.7678106350280394,-1.4111777354654076,0.20402878640863603,0.17070631843297207,0.24385591620456615
"bs(DrivAge, df=5, lower_bound=18, upper_bound=100)[2]",-0.5626913805033001,0.05470844347734809,0.0,-0.6699179593691477,-0.4554648016374526,0.5696737898410631,0.5117505604031932,0.6341531440164783
"bs(DrivAge, df=5, lower_bound=18, upper_bound=100)[3]",-0.2739191284456481,0.08730629345443346,0.0017042435191230165,-0.44503631924002274,-0.10280193765127346,0.7603935669840641,0.6408010022042716,0.9023056685645335
"bs(DrivAge, df=5, lower_bound=18, upper_bound=100)[4]",-1.0788743101522855,0.11520607933949825,0.0,-1.3046740764577662,-0.8530745438468049,0.3399780201251728,0.27126093096315124,0.4261028440691069
"bs(DrivAge, df=5, lower_bound=18, upper_bound=100)[5]",0.497908395518511,0.20044140994602394,0.012989408981774586,0.1050504510138755,0.8907663400231465,1.6452764018090977,1.1107666482456922,2.436996503833756
"bs(BonusMalus, knots=[55, 65, 80, 100], lower_bound=0, upper_bound=230)[1]",-60.17550793839294,145.40027251716123,0.6789758781791821,-345.15480541433794,224.8037895375521,7.346981675195355e-27,1.262329135472729e-150,4.2760749331388616e+97
"bs(BonusMalus, knots=[55, 65, 80, 100], lower_bound=0, upper_bound=230)[2]",-50.68865618119611,143.14132410482955,0.7232518310504807,-331.2404961260371,229.86318376364488,9.687156710023802e-23,1.393414577118639e-144,6.734607679977593e+99
"bs(BonusMalus, knots=[55, 65, 80, 100], lower_bound=0, upper_bound=230)[3]",-50.04218176279049,143.2891577324176,0.7269097867552086,-330.883770293408,230.799406767827,1.8490838183151053e-22,1.990693554236923e-144,1.7175476154416407e+100
"bs(BonusMalus, knots=[55, 65, 80, 100], lower_bound=0, upper_bound=230)[4]",-50.444827079350794,143.26139470542202,0.7247502340576033,-331.2320010769551,230.34234691825353,1.2362034715946456e-22,1.40530212349832e-144,1.0874522977154686e+100
"bs(BonusMalus, knots=[55, 65, 80, 100], lower_bound=0, upper_bound=230)[5]",-47.502018498535705,143.2942916779664,0.7402670475482407,-328.35366937752747,233.34963238045603,2.344960258310936e-21,2.499270578299183e-143,2.2001773880760183e+101
"bs(BonusMalus, knots=[55, 65, 80, 100], lower_bound=0, upper_bound=230)[6]",-49.55855981742875,143.2249873149774,0.7293284728771166,-330.27437664099057,231.15725700613305,2.999099954357136e-22,3.6615140991199615e-144,2.4565248945474998e+100
"bs(BonusMalus, knots=[55, 65, 80, 100], lower_bound=0, upper_bound=230)[7]",-47.47076183159524,143.30460236928167,0.7404497930800042,-328.34262129422063,233.40109763103013,2.419413417391145e-21,2.5270358217975877e-143,2.3163744786523237e+101
LogDensity,0.0404591659035919,0.016944316254520076,0.01695084875070485,0.007248916302075928,0.07366941550510787,1.0412887887475826,1.0072752532956128,1.0764508886958577
